session_id,attempt_id,pair_id,attack,attack_family,source_identity,target_identity,epsilon,alpha,steps,threshold,similarity_before,similarity_after_attack,threshold_margin,accepted_after_attack,attack_success_before_defense,source_file,target_enroll_file,adv_file,perturbation_file,jpeg_evaluation_basis,jpeg_attack_success_before_defense,jpeg_similarity_after_defense,jpeg_accepted_after_defense,jpeg_defense_bypassed,jpeg_defense_success,jpeg_defense_time_sec,smoothing_evaluation_basis,smoothing_attack_success_before_defense,smoothing_similarity_after_defense,smoothing_accepted_after_defense,smoothing_defense_bypassed,smoothing_defense_success,smoothing_defense_time_sec,bitdepth_evaluation_basis,bitdepth_attack_success_before_defense,bitdepth_similarity_after_defense,bitdepth_accepted_after_defense,bitdepth_defense_bypassed,bitdepth_defense_success,bitdepth_defense_time_sec,adv_training_evaluation_basis,adv_training_attack_success_before_defense,adv_training_similarity_after_defense,adv_training_accepted_after_defense,adv_training_defense_bypassed,adv_training_defense_success,adv_training_defense_time_sec
faceauth_defense_75286422bc69,vf_75286422bc69,pair_000070,targeted_pgd_facenet_verification,pgd,John_Ashcroft,Tony_Blair,0.005,0.001,10,0.47966246581077576,0.4787027835845947,0.6968218684196472,0.217159,True,True,samples/0.005/vf_75286422bc69/source/John_Ashcroft_0030.jpg,samples/0.005/vf_75286422bc69/target_enroll/Tony_Blair_0104.jpg,samples/0.005/vf_75286422bc69/adversarial/John_Ashcroft_John_Ashcroft_0030_to_Tony_Blair_Tony_Blair_0104_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_75286422bc69/perturbation/John_Ashcroft_John_Ashcroft_0030_to_Tony_Blair_Tony_Blair_0104_facenet_eps0.005_a0.001_s10_perturbation.jpg,artifact_reload,True,0.64839482,True,True,False,0.0012,artifact_reload,True,0.28142273,False,False,True,0.0014,artifact_reload,True,0.61217862,True,True,False,0.0007,legacy_record,True,0.04135576,False,False,True,
faceauth_defense_7652d6a8e675,vf_7652d6a8e675,pair_000074,targeted_pgd_facenet_verification,pgd,Jean_Chretien,Donald_Rumsfeld,0.01,0.001,20,0.47966246581077576,0.1414480060338974,0.6399246454238892,0.160262,True,True,samples/0.010/vf_7652d6a8e675/source/Jean_Chretien_0044.jpg,samples/0.010/vf_7652d6a8e675/target_enroll/Donald_Rumsfeld_0017.jpg,samples/0.010/vf_7652d6a8e675/adversarial/Jean_Chretien_Jean_Chretien_0044_to_Donald_Rumsfeld_Donald_Rumsfeld_0017_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_7652d6a8e675/perturbation/Jean_Chretien_Jean_Chretien_0044_to_Donald_Rumsfeld_Donald_Rumsfeld_0017_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.50996357,True,True,False,0.0013,artifact_reload,True,0.330787,False,False,True,0.0013,artifact_reload,True,0.44140142,False,False,True,0.0007,legacy_record,True,-0.10571131,False,False,True,
faceauth_defense_7678ec274d7c,vf_7678ec274d7c,pair_000002,targeted_pgd_facenet_verification,pgd,John_Ashcroft,Tony_Blair,0.01,0.001,10,0.47966246581077576,0.25670093297958374,0.6904005408287048,0.210738,True,True,samples/0.010/vf_7678ec274d7c/source/John_Ashcroft_0030.jpg,samples/0.010/vf_7678ec274d7c/target_enroll/Tony_Blair_0051.jpg,samples/0.010/vf_7678ec274d7c/adversarial/John_Ashcroft_John_Ashcroft_0030_to_Tony_Blair_Tony_Blair_0051_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_7678ec274d7c/perturbation/John_Ashcroft_John_Ashcroft_0030_to_Tony_Blair_Tony_Blair_0051_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.58762032,True,True,False,0.0012,artifact_reload,True,0.11651091,False,False,True,0.0013,artifact_reload,True,0.5469358,True,True,False,0.0008,legacy_record,True,0.01660554,False,False,True,
faceauth_defense_77929c8ec426,vf_77929c8ec426,pair_000004,targeted_pgd_facenet_verification,pgd,Tony_Blair,Colin_Powell,0.01,0.001,10,0.47966246581077576,0.3230995237827301,0.7068272829055786,0.227165,True,True,samples/0.010/vf_77929c8ec426/source/Tony_Blair_0080.jpg,samples/0.010/vf_77929c8ec426/target_enroll/Colin_Powell_0218.jpg,samples/0.010/vf_77929c8ec426/adversarial/Tony_Blair_Tony_Blair_0080_to_Colin_Powell_Colin_Powell_0218_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_77929c8ec426/perturbation/Tony_Blair_Tony_Blair_0080_to_Colin_Powell_Colin_Powell_0218_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.62700474,True,True,False,0.0015,artifact_reload,True,0.44521731,False,False,True,0.0014,artifact_reload,True,0.59430856,True,True,False,0.0007,legacy_record,True,0.15234274,False,False,True,
faceauth_defense_79a6a001672e,vf_79a6a001672e,pair_000036,targeted_pgd_facenet_verification,pgd,Gerhard_Schroeder,Hugo_Chavez,0.01,0.001,20,0.47966246581077576,0.1922152042388916,0.761002779006958,0.28134,True,True,samples/0.010/vf_79a6a001672e/source/Gerhard_Schroeder_0084.jpg,samples/0.010/vf_79a6a001672e/target_enroll/Hugo_Chavez_0032.jpg,samples/0.010/vf_79a6a001672e/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0084_to_Hugo_Chavez_Hugo_Chavez_0032_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_79a6a001672e/perturbation/Gerhard_Schroeder_Gerhard_Schroeder_0084_to_Hugo_Chavez_Hugo_Chavez_0032_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.61564904,True,True,False,0.0013,artifact_reload,True,0.06821074,False,False,True,0.0014,artifact_reload,True,0.55010456,True,True,False,0.0007,legacy_record,True,0.02534219,False,False,True,
faceauth_defense_7adbcba2f659,vf_7adbcba2f659,pair_000150,targeted_pgd_facenet_verification,pgd,John_Ashcroft,Gerhard_Schroeder,0.01,0.001,10,0.47966246581077576,0.21702134609222412,0.6925289630889893,0.212866,True,True,samples/0.010/vf_7adbcba2f659/source/John_Ashcroft_0008.jpg,samples/0.010/vf_7adbcba2f659/target_enroll/Gerhard_Schroeder_0023.jpg,samples/0.010/vf_7adbcba2f659/adversarial/John_Ashcroft_John_Ashcroft_0008_to_Gerhard_Schroeder_Gerhard_Schroeder_0023_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_7adbcba2f659/perturbation/John_Ashcroft_John_Ashcroft_0008_to_Gerhard_Schroeder_Gerhard_Schroeder_0023_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.60935205,True,True,False,0.0014,artifact_reload,True,0.11845995,False,False,True,0.0013,artifact_reload,True,0.58570367,True,True,False,0.0007,legacy_record,True,0.12507311,False,False,True,
faceauth_defense_7b46e66fb249,vf_7b46e66fb249,pair_000125,targeted_pgd_facenet_verification,pgd,George_W_Bush,Donald_Rumsfeld,0.01,0.001,20,0.47966246581077576,0.2838618755340576,0.8815578818321228,0.401895,True,True,samples/0.010/vf_7b46e66fb249/source/George_W_Bush_0444.jpg,samples/0.010/vf_7b46e66fb249/target_enroll/Donald_Rumsfeld_0069.jpg,samples/0.010/vf_7b46e66fb249/adversarial/George_W_Bush_George_W_Bush_0444_to_Donald_Rumsfeld_Donald_Rumsfeld_0069_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_7b46e66fb249/perturbation/George_W_Bush_George_W_Bush_0444_to_Donald_Rumsfeld_Donald_Rumsfeld_0069_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.73278415,True,True,False,0.0012,artifact_reload,True,0.47588712,False,False,True,0.0013,artifact_reload,True,0.6743117,True,True,False,0.0007,legacy_record,True,0.17592478,False,False,True,
faceauth_defense_7d3bb72dda48,vf_7d3bb72dda48,pair_000004,targeted_pgd_facenet_verification,pgd,Tony_Blair,Colin_Powell,0.005,0.001,10,0.47966246581077576,0.3230995237827301,0.5578899383544922,0.078227,True,True,samples/0.005/vf_7d3bb72dda48/source/Tony_Blair_0080.jpg,samples/0.005/vf_7d3bb72dda48/target_enroll/Colin_Powell_0218.jpg,samples/0.005/vf_7d3bb72dda48/adversarial/Tony_Blair_Tony_Blair_0080_to_Colin_Powell_Colin_Powell_0218_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_7d3bb72dda48/perturbation/Tony_Blair_Tony_Blair_0080_to_Colin_Powell_Colin_Powell_0218_facenet_eps0.005_a0.001_s10_perturbation.jpg,artifact_reload,True,0.52597201,True,True,False,0.0012,artifact_reload,True,0.42311728,False,False,True,0.0013,artifact_reload,True,0.49408603,True,True,False,0.0007,legacy_record,True,0.08263589,False,False,True,
faceauth_defense_7dba6446a3fd,vf_7dba6446a3fd,pair_000210,targeted_pgd_facenet_verification,pgd,Donald_Rumsfeld,Ariel_Sharon,0.01,0.001,10,0.47966246581077576,0.042424898594617844,0.6014293432235718,0.121767,True,True,samples/0.010/vf_7dba6446a3fd/source/Donald_Rumsfeld_0006.jpg,samples/0.010/vf_7dba6446a3fd/target_enroll/Ariel_Sharon_0045.jpg,samples/0.010/vf_7dba6446a3fd/adversarial/Donald_Rumsfeld_Donald_Rumsfeld_0006_to_Ariel_Sharon_Ariel_Sharon_0045_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_7dba6446a3fd/perturbation/Donald_Rumsfeld_Donald_Rumsfeld_0006_to_Ariel_Sharon_Ariel_Sharon_0045_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.48974279,True,True,False,0.0013,artifact_reload,True,-0.08228227,False,False,True,0.0013,artifact_reload,True,0.45680371,False,False,True,0.0007,legacy_record,True,0.24098076,False,False,True,
faceauth_defense_813b582996b0,vf_813b582996b0,pair_000154,targeted_pgd_facenet_verification,pgd,Gerhard_Schroeder,Hugo_Chavez,0.01,0.001,10,0.47966246581077576,0.24971015751361847,0.8046053647994995,0.324943,True,True,samples/0.010/vf_813b582996b0/source/Gerhard_Schroeder_0061.jpg,samples/0.010/vf_813b582996b0/target_enroll/Hugo_Chavez_0019.jpg,samples/0.010/vf_813b582996b0/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0061_to_Hugo_Chavez_Hugo_Chavez_0019_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_813b582996b0/perturbation/Gerhard_Schroeder_Gerhard_Schroeder_0061_to_Hugo_Chavez_Hugo_Chavez_0019_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.72122234,True,True,False,0.0013,artifact_reload,True,0.4198277,False,False,True,0.0014,artifact_reload,True,0.64760751,True,True,False,0.0007,legacy_record,True,0.22790846,False,False,True,
faceauth_defense_81ae781b218a,vf_81ae781b218a,pair_000060,targeted_pgd_facenet_verification,pgd,Ariel_Sharon,Donald_Rumsfeld,0.01,0.001,10,0.47966246581077576,0.08015882223844528,0.538341224193573,0.058679,True,True,samples/0.010/vf_81ae781b218a/source/Ariel_Sharon_0059.jpg,samples/0.010/vf_81ae781b218a/target_enroll/Donald_Rumsfeld_0091.jpg,samples/0.010/vf_81ae781b218a/adversarial/Ariel_Sharon_Ariel_Sharon_0059_to_Donald_Rumsfeld_Donald_Rumsfeld_0091_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_81ae781b218a/perturbation/Ariel_Sharon_Ariel_Sharon_0059_to_Donald_Rumsfeld_Donald_Rumsfeld_0091_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,False,0.44638762,False,False,False,0.0014,artifact_reload,False,0.02534793,False,False,False,0.0013,artifact_reload,False,0.39079675,False,False,False,0.0007,legacy_record,True,0.1395423,False,False,True,
faceauth_defense_87b25b3220a2,vf_87b25b3220a2,pair_000211,targeted_pgd_facenet_verification,pgd,Gerhard_Schroeder,Hugo_Chavez,0.01,0.001,10,0.47966246581077576,0.14301392436027527,0.6437032222747803,0.164041,True,True,samples/0.010/vf_87b25b3220a2/source/Gerhard_Schroeder_0098.jpg,samples/0.010/vf_87b25b3220a2/target_enroll/Hugo_Chavez_0051.jpg,samples/0.010/vf_87b25b3220a2/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0098_to_Hugo_Chavez_Hugo_Chavez_0051_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_87b25b3220a2/perturbation/Gerhard_Schroeder_Gerhard_Schroeder_0098_to_Hugo_Chavez_Hugo_Chavez_0051_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.52981174,True,True,False,0.0014,artifact_reload,True,0.13725896,False,False,True,0.0014,artifact_reload,True,0.48197338,True,True,False,0.0007,legacy_record,True,0.19759887,False,False,True,
faceauth_defense_88daab4b79fc,vf_88daab4b79fc,pair_000088,targeted_pgd_facenet_verification,pgd,John_Ashcroft,Colin_Powell,0.01,0.001,10,0.47966246581077576,0.03595558553934097,0.5202803015708923,0.040618,True,True,samples/0.010/vf_88daab4b79fc/source/John_Ashcroft_0013.jpg,samples/0.010/vf_88daab4b79fc/target_enroll/Colin_Powell_0108.jpg,samples/0.010/vf_88daab4b79fc/adversarial/John_Ashcroft_John_Ashcroft_0013_to_Colin_Powell_Colin_Powell_0108_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_88daab4b79fc/perturbation/John_Ashcroft_John_Ashcroft_0013_to_Colin_Powell_Colin_Powell_0108_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,False,0.42886645,False,False,False,0.0014,artifact_reload,False,0.09013426,False,False,False,0.0014,artifact_reload,False,0.36668798,False,False,False,0.0007,legacy_record,True,0.09976385,False,False,True,
faceauth_defense_8adc8a6b5049,vf_8adc8a6b5049,pair_000160,targeted_pgd_facenet_verification,pgd,Junichiro_Koizumi,Hugo_Chavez,0.01,0.001,20,0.47966246581077576,0.26550135016441345,0.7448148727416992,0.265152,True,True,samples/0.010/vf_8adc8a6b5049/source/Junichiro_Koizumi_0049.jpg,samples/0.010/vf_8adc8a6b5049/target_enroll/Hugo_Chavez_0051.jpg,samples/0.010/vf_8adc8a6b5049/adversarial/Junichiro_Koizumi_Junichiro_Koizumi_0049_to_Hugo_Chavez_Hugo_Chavez_0051_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_8adc8a6b5049/perturbation/Junichiro_Koizumi_Junichiro_Koizumi_0049_to_Hugo_Chavez_Hugo_Chavez_0051_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.64818197,True,True,False,0.0013,artifact_reload,True,0.3405892,False,False,True,0.0014,artifact_reload,True,0.59318119,True,True,False,0.0007,legacy_record,True,-0.10865337,False,False,True,
faceauth_defense_8b68c1bd8551,vf_8b68c1bd8551,pair_000063,targeted_pgd_facenet_verification,pgd,John_Ashcroft,Hugo_Chavez,0.005,0.001,10,0.47966246581077576,0.29493123292922974,0.6265308260917664,0.146868,True,True,samples/0.005/vf_8b68c1bd8551/source/John_Ashcroft_0008.jpg,samples/0.005/vf_8b68c1bd8551/target_enroll/Hugo_Chavez_0008.jpg,samples/0.005/vf_8b68c1bd8551/adversarial/John_Ashcroft_John_Ashcroft_0008_to_Hugo_Chavez_Hugo_Chavez_0008_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_8b68c1bd8551/perturbation/John_Ashcroft_John_Ashcroft_0008_to_Hugo_Chavez_Hugo_Chavez_0008_facenet_eps0.005_a0.001_s10_perturbation.jpg,artifact_reload,True,0.5813756,True,True,False,0.0012,artifact_reload,True,0.27338365,False,False,True,0.0014,artifact_reload,True,0.57626784,True,True,False,0.0007,legacy_record,True,0.47243792,False,False,True,
faceauth_defense_8fd0ba6d5a59,vf_8fd0ba6d5a59,pair_000191,targeted_pgd_facenet_verification,pgd,Hugo_Chavez,Colin_Powell,0.01,0.001,10,0.47966246581077576,0.32002243399620056,0.6424180269241333,0.162756,True,True,samples/0.010/vf_8fd0ba6d5a59/source/Hugo_Chavez_0053.jpg,samples/0.010/vf_8fd0ba6d5a59/target_enroll/Colin_Powell_0212.jpg,samples/0.010/vf_8fd0ba6d5a59/adversarial/Hugo_Chavez_Hugo_Chavez_0053_to_Colin_Powell_Colin_Powell_0212_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_8fd0ba6d5a59/perturbation/Hugo_Chavez_Hugo_Chavez_0053_to_Colin_Powell_Colin_Powell_0212_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.58663785,True,True,False,0.0014,artifact_reload,True,0.31525251,False,False,True,0.0014,artifact_reload,True,0.55523783,True,True,False,0.0007,legacy_record,True,0.24934547,False,False,True,
faceauth_defense_922f98628366,vf_922f98628366,pair_000053,targeted_pgd_facenet_verification,pgd,John_Ashcroft,Jean_Chretien,0.01,0.001,20,0.47966246581077576,0.030508117750287056,0.5659294724464417,0.086267,True,True,samples/0.010/vf_922f98628366/source/John_Ashcroft_0013.jpg,samples/0.010/vf_922f98628366/target_enroll/Jean_Chretien_0040.jpg,samples/0.010/vf_922f98628366/adversarial/John_Ashcroft_John_Ashcroft_0013_to_Jean_Chretien_Jean_Chretien_0040_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_922f98628366/perturbation/John_Ashcroft_John_Ashcroft_0013_to_Jean_Chretien_Jean_Chretien_0040_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,False,0.42283076,False,False,False,0.0013,artifact_reload,False,-0.09155074,False,False,False,0.0014,artifact_reload,False,0.36181441,False,False,False,0.0008,legacy_record,True,0.14969261,False,False,True,
faceauth_defense_93abc506fb23,vf_93abc506fb23,pair_000201,targeted_pgd_facenet_verification,pgd,Jean_Chretien,Hugo_Chavez,0.01,0.001,10,0.47966246581077576,0.20822519063949585,0.7027390003204346,0.223077,True,True,samples/0.010/vf_93abc506fb23/source/Jean_Chretien_0040.jpg,samples/0.010/vf_93abc506fb23/target_enroll/Hugo_Chavez_0038.jpg,samples/0.010/vf_93abc506fb23/adversarial/Jean_Chretien_Jean_Chretien_0040_to_Hugo_Chavez_Hugo_Chavez_0038_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_93abc506fb23/perturbation/Jean_Chretien_Jean_Chretien_0040_to_Hugo_Chavez_Hugo_Chavez_0038_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.61115766,True,True,False,0.0013,artifact_reload,True,0.18317963,False,False,True,0.0013,artifact_reload,True,0.57990885,True,True,False,0.0008,legacy_record,True,0.04170964,False,False,True,
faceauth_defense_959f46c9c7af,vf_959f46c9c7af,pair_000011,targeted_pgd_facenet_verification,pgd,George_W_Bush,Jean_Chretien,0.01,0.001,20,0.47966246581077576,0.08974141627550125,0.68604576587677,0.206383,True,True,samples/0.010/vf_959f46c9c7af/source/George_W_Bush_0251.jpg,samples/0.010/vf_959f46c9c7af/target_enroll/Jean_Chretien_0044.jpg,samples/0.010/vf_959f46c9c7af/adversarial/George_W_Bush_George_W_Bush_0251_to_Jean_Chretien_Jean_Chretien_0044_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_959f46c9c7af/perturbation/George_W_Bush_George_W_Bush_0251_to_Jean_Chretien_Jean_Chretien_0044_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.5475648,True,True,False,0.0013,artifact_reload,True,0.22270754,False,False,True,0.0013,artifact_reload,True,0.48639333,True,True,False,0.0007,legacy_record,True,0.30769539,False,False,True,
faceauth_defense_97fa354afcb4,vf_97fa354afcb4,pair_000154,targeted_pgd_facenet_verification,pgd,Gerhard_Schroeder,Hugo_Chavez,0.005,0.001,10,0.47966246581077576,0.24971015751361847,0.6212295293807983,0.141567,True,True,samples/0.005/vf_97fa354afcb4/source/Gerhard_Schroeder_0061.jpg,samples/0.005/vf_97fa354afcb4/target_enroll/Hugo_Chavez_0019.jpg,samples/0.005/vf_97fa354afcb4/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0061_to_Hugo_Chavez_Hugo_Chavez_0019_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_97fa354afcb4/perturbation/Gerhard_Schroeder_Gerhard_Schroeder_0061_to_Hugo_Chavez_Hugo_Chavez_0019_facenet_eps0.005_a0.001_s10_perturbation.jpg,artifact_reload,True,0.57853216,True,True,False,0.0013,artifact_reload,True,0.39302123,False,False,True,0.0013,artifact_reload,True,0.51770741,True,True,False,0.0007,legacy_record,True,0.16153696,False,False,True,
faceauth_defense_9ace921f0225,vf_9ace921f0225,pair_000065,targeted_pgd_facenet_verification,pgd,Gerhard_Schroeder,John_Ashcroft,0.01,0.001,10,0.47966246581077576,0.27380460500717163,0.671602189540863,0.19194,True,True,samples/0.010/vf_9ace921f0225/source/Gerhard_Schroeder_0024.jpg,samples/0.010/vf_9ace921f0225/target_enroll/John_Ashcroft_0006.jpg,samples/0.010/vf_9ace921f0225/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0024_to_John_Ashcroft_John_Ashcroft_0006_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_9ace921f0225/perturbation/Gerhard_Schroeder_Gerhard_Schroeder_0024_to_John_Ashcroft_John_Ashcroft_0006_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.590159,True,True,False,0.0013,artifact_reload,True,0.28062475,False,False,True,0.0013,artifact_reload,True,0.54342765,True,True,False,0.0008,legacy_record,True,-0.03083453,False,False,True,
faceauth_defense_9acfe905916e,vf_9acfe905916e,pair_000118,targeted_pgd_facenet_verification,pgd,George_W_Bush,Tony_Blair,0.005,0.001,10,0.47966246581077576,0.2625645697116852,0.5474027395248413,0.06774,True,True,samples/0.005/vf_9acfe905916e/source/George_W_Bush_0064.jpg,samples/0.005/vf_9acfe905916e/target_enroll/Tony_Blair_0077.jpg,samples/0.005/vf_9acfe905916e/adversarial/George_W_Bush_George_W_Bush_0064_to_Tony_Blair_Tony_Blair_0077_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_9acfe905916e/perturbation/George_W_Bush_George_W_Bush_0064_to_Tony_Blair_Tony_Blair_0077_facenet_eps0.005_a0.001_s10_perturbation.jpg,artifact_reload,True,0.52058893,True,True,False,0.0012,artifact_reload,True,0.50198942,True,True,False,0.0014,artifact_reload,True,0.49238187,True,True,False,0.0008,legacy_record,True,0.05644657,False,False,True,
faceauth_defense_9d4939f90db1,vf_9d4939f90db1,pair_000206,targeted_pgd_facenet_verification,pgd,Donald_Rumsfeld,Jean_Chretien,0.005,0.001,10,0.47966246581077576,0.44168901443481445,0.7801750898361206,0.300513,True,True,samples/0.005/vf_9d4939f90db1/source/Donald_Rumsfeld_0036.jpg,samples/0.005/vf_9d4939f90db1/target_enroll/Jean_Chretien_0031.jpg,samples/0.005/vf_9d4939f90db1/adversarial/Donald_Rumsfeld_Donald_Rumsfeld_0036_to_Jean_Chretien_Jean_Chretien_0031_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_9d4939f90db1/perturbation/Donald_Rumsfeld_Donald_Rumsfeld_0036_to_Jean_Chretien_Jean_Chretien_0031_facenet_eps0.005_a0.001_s10_perturbation.jpg,artifact_reload,True,0.76151824,True,True,False,0.0012,artifact_reload,True,0.2835077,False,False,True,0.0014,artifact_reload,True,0.7264781,True,True,False,0.0007,legacy_record,True,0.29713309,False,False,True,
faceauth_defense_a034b22c4586,vf_a034b22c4586,pair_000128,targeted_pgd_facenet_verification,pgd,Tony_Blair,Colin_Powell,0.01,0.001,20,0.47966246581077576,0.4402514696121216,0.9023802280426025,0.422718,True,True,samples/0.010/vf_a034b22c4586/source/Tony_Blair_0104.jpg,samples/0.010/vf_a034b22c4586/target_enroll/Colin_Powell_0032.jpg,samples/0.010/vf_a034b22c4586/adversarial/Tony_Blair_Tony_Blair_0104_to_Colin_Powell_Colin_Powell_0032_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_a034b22c4586/perturbation/Tony_Blair_Tony_Blair_0104_to_Colin_Powell_Colin_Powell_0032_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.82543057,True,True,False,0.0012,artifact_reload,True,0.2620838,False,False,True,0.0013,artifact_reload,True,0.79441094,True,True,False,0.0007,legacy_record,True,0.14514129,False,False,True,
faceauth_defense_a067ba70aba2,vf_a067ba70aba2,pair_000151,targeted_pgd_facenet_verification,pgd,Ariel_Sharon,George_W_Bush,0.01,0.001,20,0.47966246581077576,-0.16777990758419037,0.5357910394668579,0.056129,True,True,samples/0.010/vf_a067ba70aba2/source/Ariel_Sharon_0045.jpg,samples/0.010/vf_a067ba70aba2/target_enroll/George_W_Bush_0217.jpg,samples/0.010/vf_a067ba70aba2/adversarial/Ariel_Sharon_Ariel_Sharon_0045_to_George_W_Bush_George_W_Bush_0217_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_a067ba70aba2/perturbation/Ariel_Sharon_Ariel_Sharon_0045_to_George_W_Bush_George_W_Bush_0217_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,False,0.36815703,False,False,False,0.0014,artifact_reload,False,0.07666953,False,False,False,0.0013,artifact_reload,False,0.2673676,False,False,False,0.0007,legacy_record,True,0.18860012,False,False,True,
faceauth_defense_a23252c49cc4,vf_a23252c49cc4,pair_000037,targeted_pgd_facenet_verification,pgd,Colin_Powell,George_W_Bush,0.01,0.001,10,0.47966246581077576,0.11175183951854706,0.6371374130249023,0.157475,True,True,samples/0.010/vf_a23252c49cc4/source/Colin_Powell_0077.jpg,samples/0.010/vf_a23252c49cc4/target_enroll/George_W_Bush_0454.jpg,samples/0.010/vf_a23252c49cc4/adversarial/Colin_Powell_Colin_Powell_0077_to_George_W_Bush_George_W_Bush_0454_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_a23252c49cc4/perturbation/Colin_Powell_Colin_Powell_0077_to_George_W_Bush_George_W_Bush_0454_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.54452711,True,True,False,0.0012,artifact_reload,True,0.23587546,False,False,True,0.0013,artifact_reload,True,0.52474618,True,True,False,0.0008,legacy_record,True,0.12255719,False,False,True,
faceauth_defense_a282ca20f9db,vf_a282ca20f9db,pair_000095,targeted_pgd_facenet_verification,pgd,Donald_Rumsfeld,Gerhard_Schroeder,0.01,0.001,10,0.47966246581077576,0.11491916328668594,0.6567362546920776,0.177074,True,True,samples/0.010/vf_a282ca20f9db/source/Donald_Rumsfeld_0097.jpg,samples/0.010/vf_a282ca20f9db/target_enroll/Gerhard_Schroeder_0006.jpg,samples/0.010/vf_a282ca20f9db/adversarial/Donald_Rumsfeld_Donald_Rumsfeld_0097_to_Gerhard_Schroeder_Gerhard_Schroeder_0006_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_a282ca20f9db/perturbation/Donald_Rumsfeld_Donald_Rumsfeld_0097_to_Gerhard_Schroeder_Gerhard_Schroeder_0006_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.53384864,True,True,False,0.0012,artifact_reload,True,0.16856626,False,False,True,0.0014,artifact_reload,True,0.47724551,False,False,True,0.0007,legacy_record,True,0.13118802,False,False,True,
